# Generated geographic names; source, snapshot and licenses: geography/manifest.json.
dong an xian	东安县	80
dong bao	东宝	80
dong bao qu	东宝区	80
dong shan	东山	80
dong shan qu	东山区	80
dong shan xian	东山县	80
dong chuan	东川	80
dong chuan qu	东川区	80
dong ping	东平	80
dong ping xian	东平县	80
dong fang	东方	80
dong fang shi	东方市	80
dong chang	东昌	80
dong chang qu	东昌区	80
dong chang fu	东昌府	80
dong chang fu qu	东昌府区	80
dong ming	东明	80
dong ming xian	东明县	80
dong he	东河	80
dong he qu	东河区	80
dong zhou	东洲	80
dong zhou qu	东洲区	80
dong hai	东海	80
dong hai xian	东海县	80
dong gang	东港	80
dong gang qu	东港区	80
dong gang shi	东港市	80
dong hu	东湖	80
dong hu qu	东湖区	80
dong yuan	东源	80
dong yuan xian	东源县	80
dong sheng	东胜	80
dong sheng qu	东胜区	80
dong zhi	东至	80
dong zhi xian	东至县	80
dong guan	东莞	250
dong guan shi	东莞市	250
dong ying	东营	250
dong ying qu	东营区	80
dong ying shi	东营市	250
dong xi hu	东西湖	80
dong xi hu qu	东西湖区	80
dong liao	东辽	80
dong liao xian	东辽县	80
dong yang	东阳	80
dong yang shi	东阳市	80
dong e	东阿	80
dong e xian	东阿县	80
dong feng	东风	80
dong feng qu	东风区	80
liang dang	两当	80
liang dang xian	两当县	80
liang jiang	两江	80
liang jiang xin qu	两江新区	80
ge jiu	个旧	80
ge jiu shi	个旧市	80
zhong qu	中区	80
zhong wei	中卫	250
zhong wei shi	中卫市	250
zhong yuan	中原	80
zhong yuan qu	中原区	80
zhong he	中和	80
zhong he qu	中和区	80
zhong li	中坜	80
zhong li qu	中坜区	80
zhong ning	中宁	80
zhong ning xian	中宁县	80
zhong shan	中山	250
zhong shan qu	中山区	80
zhong shan shi	中山市	250
zhong fang	中方	80
zhong fang xian	中方县	80
zhong zheng	中正	80
zhong zheng qu	中正区	80
zhong jiang	中江	80
zhong jiang xian	中江县	80
zhong mou	中牟	80
zhong mou xian	中牟县	80
zhong zhan	中站	80
zhong zhan qu	中站区	80
zhong xi	中西	80
zhong xi qu	中西区	80
zhong xi qu	中西區	80
zhong yang	中阳	80
zhong yang xian	中阳县	80
feng nan	丰南	80
feng nan qu	丰南区	80
feng yuan	丰原	80
feng yuan qu	丰原区	80
feng xian	丰县	80
feng tai	丰台	80
feng tai qu	丰台区	80
feng cheng	丰城	80
feng cheng shi	丰城市	80
feng ning	丰宁	80
feng ning man zu zi zhi xian	丰宁满族自治县	80
feng lin	丰林	80
feng lin xian	丰林县	80
feng ze	丰泽	80
feng ze qu	丰泽区	80
feng run	丰润	80
feng run qu	丰润区	80
feng man	丰满	80
feng man qu	丰满区	80
feng dou	丰都	80
feng dou xian	丰都县	80
feng zhen	丰镇	80
feng zhen shi	丰镇市	80
feng shun	丰顺	80
feng shun xian	丰顺县	80
lin xian	临县	80
lin cheng	临城	80
lin cheng xian	临城县	80
lin xia	临夏	250
lin xia xian	临夏县	80
lin xia hui zu zi zhi zhou	临夏回族自治州	250
lin xia shi	临夏市	80
lin an	临安	80
lin an qu	临安区	80
lin chuan	临川	80
lin chuan qu	临川区	80
lin ping	临平	80
lin ping qu	临平区	80
lin qu	临朐	80
lin qu xian	临朐县	80
lin gui	临桂	80
lin gui qu	临桂区	80
lin wu	临武	80
lin wu xian	临武县	80
lin jiang	临江	80
lin jiang shi	临江市	80
lin fen	临汾	250
lin fen shi	临汾市	250
lin yi	临沂	250
lin yi shi	临沂市	250
lin yi shi he dong qu	临沂市河东区	80
lin cang	临沧	250
lin cang shi	临沧市	250
lin shu	临沭	80
lin shu xian	临沭县	80
lin he	临河	80
lin he qu	临河区	80
lin quan	临泉	80
lin quan xian	临泉县	80
lin ze	临泽	80
lin ze xian	临泽县	80
lin tao	临洮	80
lin tao xian	临洮县	80
lin hai	临海	80
lin hai shi	临海市	80
lin zi	临淄	80
lin zi qu	临淄区	80
lin qing	临清	80
lin qing shi	临清市	80
lin wei	临渭	80
lin wei qu	临渭区	80
lin xiang	临湘	80
lin xiang shi	临湘市	80
lin zhang	临漳	80
lin zhang xian	临漳县	80
lin tan	临潭	80
lin tan xian	临潭县	80
lin tong	临潼	80
lin tong qu	临潼区	80
lin li	临澧	80
lin li xian	临澧县	80
lin yi	临猗	80
lin yi xian	临猗县	80
lin xiang	临翔	80
lin xiang qu	临翔区	80
lin xi	临西	80
lin xi xian	临西县	80
lin yi	临邑	80
lin yi xian	临邑县	80
lin ying	临颍	80
lin ying xian	临颍县	80
lin gao	临高	80
lin gao xian	临高县	80
dan dong	丹东	250
dan dong shi	丹东市	250
dan feng	丹凤	80
dan feng xian	丹凤县	80
dan zhai	丹寨	80
dan zhai xian	丹寨县	80
dan ba	丹巴	80
dan ba xian	丹巴县	80
dan tu	丹徒	80
dan tu qu	丹徒区	80
dan leng	丹棱	80
dan leng xian	丹棱县	80
dan jiang kou	丹江口	80
dan jiang kou shi	丹江口市	80
dan yang	丹阳	80
dan yang shi	丹阳市	80
li shui	丽水	250
li shui shi	丽水市	250
li jiang	丽江	250
li jiang shi	丽江市	250
nai dong	乃东	80
nai dong qu	乃东区	80
jiu zhi	久治	80
jiu zhi xian	久治县	80
yi wu	义乌	80
yi wu shi	义乌市	80
yi xian	义县	80
yi an	义安	80
yi an qu	义安区	80
yi ma	义马	80
yi ma shi	义马市	80
wu shen	乌什	80
wu shen xian	乌什县	80
wu lan	乌兰	80
wu lan xian	乌兰县	80
wu lan cha bu	乌兰察布	250
wu lan cha bu shi	乌兰察布市	250
wu lan hao te	乌兰浩特	80
wu lan hao te shi	乌兰浩特市	80
wu shen	乌审	80
wu shen qi	乌审旗	80
wu er he	乌尔禾	80
wu er he qu	乌尔禾区	80
wu dang	乌当	80
wu dang qu	乌当区	80
wu qia	乌恰	80
wu qia xian	乌恰县	80
wu la te zhong	乌拉特中	80
wu la te zhong qi	乌拉特中旗	80
wu la te qian	乌拉特前	80
wu la te qian qi	乌拉特前旗	80
wu la te hou	乌拉特后	80
wu la te hou qi	乌拉特后旗	80
wu ri	乌日	80
wu ri qu	乌日区	80
wu lai	乌来	80
wu lai qu	乌来区	80
wu hai	乌海	250
wu hai shi	乌海市	250
wu cui	乌翠	80
wu cui qu	乌翠区	80
wu su	乌苏	80
wu su shi	乌苏市	80
wu da	乌达	80
wu da qu	乌达区	80
wu lu mu qi	乌鲁木齐	250
wu lu mu qi xian	乌鲁木齐县	80
wu lu mu qi shi	乌鲁木齐市	250
wu lu mu qi shi xin shi qu	乌鲁木齐市新市区	80
le ye	乐业	80
le ye xian	乐业县	80
le dong	乐东	80
le dong li zu zi zhi xian	乐东黎族自治县	80
lao ting	乐亭	80
lao ting xian	乐亭县	80
le an	乐安	80
le an xian	乐安县	80
le shan	乐山	250
le shan shi	乐山市	250
le shan shi shi zhong qu	乐山市市中区	80
le ping	乐平	80
le ping shi	乐平市	80
le chang	乐昌	80
le chang shi	乐昌市	80
yue qing	乐清	80
yue qing shi	乐清市	80
le zhi	乐至	80
le zhi xian	乐至县	80
le du	乐都	80
le du qu	乐都区	80
le ling	乐陵	80
le ling shi	乐陵市	80
jiu yuan	九原	80
jiu yuan qu	九原区	80
jiu tai	九台	80
jiu tai qu	九台区	80
jiu zhai gou	九寨沟	80
jiu zhai gou xian	九寨沟县	80
jiu jiang	九江	250
jiu jiang shi	九江市	250
jiu long	九龍	80
jiu long cheng qu	九龍城區	80
jiu long	九龙	80
jiu long xian	九龙县	80
jiu long po	九龙坡	80
jiu long po qu	九龙坡区	80
jiu long cheng	九龙城	80
jiu long cheng qu	九龙城区	80
xi shui	习水	80
xi shui xian	习水县	80
xiang cheng	乡城	80
xiang cheng xian	乡城县	80
xiang ning	乡宁	80
xiang ning xian	乡宁县	80
ru shan	乳山	80
ru shan shi	乳山市	80
ru yuan	乳源	80
ru yuan yao zu zi zhi xian	乳源瑶族自治县	80
gan xian	乾县	80
gan an	乾安	80
gan an xian	乾安县	80
er qi	二七	80
er qi qu	二七区	80
er lian hao te	二连浩特	80
er lian hao te shi	二连浩特市	80
er dao	二道	80
er dao qu	二道区	80
er dao jiang	二道江	80
er dao jiang qu	二道江区	80
yu hong	于洪	80
yu hong qu	于洪区	80
yu tian	于田	80
yu tian xian	于田县	80
yu dou	于都	80
yu dou xian	于都县	80
yun gang	云冈	80
yun gang qu	云冈区	80
yun nan	云南	500
yun nan sheng	云南省	500
yun xian	云县	80
yun he	云和	80
yun he xian	云和县	80
yun cheng	云城	80
yun cheng qu	云城区	80
yun an	云安	80
yun an qu	云安区	80
yun yan	云岩	80
yun yan qu	云岩区	80
yun zhou	云州	80
yun zhou qu	云州区	80
yun lin	云林	80
yun lin xian	云林县	80
yun meng	云梦	80
yun meng xian	云梦县	80
yun fu	云浮	250
yun fu shi	云浮市	250
yun xi	云溪	80
yun xi qu	云溪区	80
yun yang	云阳	80
yun yang xian	云阳县	80
yun xiao	云霄	80
yun xiao xian	云霄县	80
yun long	云龙	80
yun long qu	云龙区	80
yun long xian	云龙县	80
hu zhu	互助	80
hu zhu tu zu zi zhi xian	互助土族自治县	80
wu hua	五华	80
wu hua qu	五华区	80
wu hua xian	五华县	80
wu yuan	五原	80
wu yuan xian	五原县	80
wu tai	五台	80
wu tai xian	五台县	80
wu da lian chi	五大连池	80
wu da lian chi shi	五大连池市	80
wu jia qu	五家渠	80
wu jia qu shi	五家渠市	80
wu zhai	五寨	80
wu zhai xian	五寨县	80
wu feng	五峰	80
wu feng tu jia zu zi zhi xian	五峰土家族自治县	80
wu chang	五常	80
wu chang shi	五常市	80
wu zhi shan	五指山	80
wu zhi shan shi	五指山市	80
wu he	五河	80
wu he xian	五河县	80
wu gu	五股	80
wu gu qu	五股区	80
wu lian	五莲	80
wu lian xian	五莲县	80
wu tong qiao	五通桥	80
wu tong qiao qu	五通桥区	80
jing gang shan	井冈山	80
jing gang shan shi	井冈山市	80
jing yan	井研	80
jing yan xian	井研县	80
jing xing	井陉	80
jing xing xian	井陉县	80
jing xing kuang	井陉矿	80
jing xing kuang qu	井陉矿区	80
ya dong	亚东	80
ya dong xian	亚东县	80
jiao kou	交口	80
jiao kou xian	交口县	80
jiao cheng	交城	80
jiao cheng xian	交城县	80
jing kou	京口	80
jing kou qu	京口区	80
jing shan	京山	80
jing shan shi	京山市	80
ting hu	亭湖	80
ting hu qu	亭湖区	80
bo zhou	亳州	250
bo zhou shi	亳州市	250
shen fang	什邡	80
shen fang shi	什邡市	80
ren hua	仁化	80
ren hua xian	仁化县	80
ren he	仁和	80
ren he qu	仁和区	80
ren shou	仁寿	80
ren shou xian	仁寿县	80
ren bu	仁布	80
ren bu xian	仁布县	80
ren de	仁德	80
ren de qu	仁德区	80
ren huai	仁怀	80
ren huai shi	仁怀市	80
ren wu	仁武	80
ren wu qu	仁武区	80
ren ai	仁爱	80
ren ai qu	仁爱区	80
jie xiu	介休	80
jie xiu shi	介休市	80
cong hua	从化	80
cong hua qu	从化区	80
cong jiang	从江	80
cong jiang xian	从江县	80
cang shan	仓山	80
cang shan qu	仓山区	80
xian ju	仙居	80
xian ju xian	仙居县	80
xian tao	仙桃	80
xian tao shi	仙桃市	80
xian you	仙游	80
xian you xian	仙游县	80
dai xian	代县	80
yi zheng	仪征	80
yi zheng shi	仪征市	80
yi long	仪陇	80
yi long xian	仪陇县	80
zhong ba	仲巴	80
zhong ba xian	仲巴县	80
ren qiu	任丘	80
ren qiu shi	任丘市	80
ren cheng	任城	80
ren cheng qu	任城区	80
ren ze	任泽	80
ren ze qu	任泽区	80
yi wu	伊吾	80
yi wu xian	伊吾县	80
yi ning	伊宁	80
yi ning xian	伊宁县	80
yi ning shi	伊宁市	80
yi chuan	伊川	80
yi chuan xian	伊川县	80
yi zhou	伊州	80
yi zhou qu	伊州区	80
yi chun	伊春	250
yi chun shi	伊春市	250
yi li	伊犁	250
yi li ha sa ke zi zhi zhou	伊犁哈萨克自治州	250
yi mei	伊美	80
yi mei qu	伊美区	80
yi tong	伊通	80
yi tong man zu zi zhi xian	伊通满族自治县	80
yi jin huo luo	伊金霍洛	80
yi jin huo luo qi	伊金霍洛旗	80
wu jia gang	伍家岗	80
wu jia gang qu	伍家岗区	80
xiu ning	休宁	80
xiu ning xian	休宁县	80
hui dong	会东	80
hui dong xian	会东县	80
hui tong	会同	80
hui tong xian	会同县	80
hui ning	会宁	80
hui ning xian	会宁县	80
hui chang	会昌	80
hui chang xian	会昌县	80
hui ze	会泽	80
hui ze xian	会泽县	80
hui li	会理	80
hui li shi	会理市	80
ga shi	伽师	80
ga shi xian	伽师县	80
yu yao	余姚	80
yu yao shi	余姚市	80
yu gan	余干	80
yu gan xian	余干县	80
yu qing	余庆	80
yu qing xian	余庆县	80
yu hang	余杭	80
yu hang qu	余杭区	80
yu jiang	余江	80
yu jiang qu	余江区	80
fu gang	佛冈	80
fu gang xian	佛冈县	80
fu ping	佛坪	80
fu ping xian	佛坪县	80
fo shan	佛山	250
fo shan shi	佛山市	250
jia xian	佳县	80
jia mu si	佳木斯	250
jia mu si shi	佳木斯市	250
jia mu si shi xiang yang qu	佳木斯市向阳区	80
jia mu si shi jiao qu	佳木斯市郊区	80
jia li	佳里	80
jia li qu	佳里区	80
yi lan	依兰	80
yi lan xian	依兰县	80
yi an	依安	80
yi an xian	依安县	80
hou ma	侯马	80
hou ma shi	侯马市	80
bao ting	保亭	80
bao ting li zu miao zu zi zhi xian	保亭黎族苗族自治县	80
bao ding	保定	250
bao ding shi	保定市	250
bao shan	保山	250
bao shan shi	保山市	250
bao kang	保康	80
bao kang xian	保康县	80
bao de	保德	80
bao de xian	保德县	80
bao jing	保靖	80
bao jing xian	保靖县	80
xin feng	信丰	80
xin feng xian	信丰县	80
xin yi	信义	80
xin yi qu	信义区	80
xin yi	信宜	80
xin yi shi	信宜市	80
xin zhou	信州	80
xin zhou qu	信州区	80
xin dou	信都	80
xin dou qu	信都区	80
xin yang	信阳	250
xin yang shi	信阳市	250
xiu wen	修文	80
xiu wen xian	修文县	80
xiu wu	修武	80
xiu wu xian	修武县	80
xiu shui	修水	80
xiu shui xian	修水县	80
yan shi	偃师	80
yan shi qu	偃师区	80
pian guan	偏关	80
pian guan xian	偏关县	80
dan zhou	儋州	250
dan zhou shi	儋州市	250
yuan bao	元宝	80
yuan bao qu	元宝区	80
yuan bao shan	元宝山	80
yuan bao shan qu	元宝山区	80
yuan lang	元朗	80
yuan lang qu	元朗区	80
yuan lang qu	元朗區	80
yuan shi	元氏	80
yuan shi xian	元氏县	80
yuan jiang	元江	80
yuan jiang ha ni zu yi zu dai zu zi zhi xian	元江哈尼族彝族傣族自治县	80
yuan mou	元谋	80
yuan mou xian	元谋县	80
yuan yang	元阳	80
yuan yang xian	元阳县	80
guang shan	光山	80
guang shan xian	光山县	80
guang ming	光明	80
guang ming qu	光明区	80
guang ze	光泽	80
guang ze xian	光泽县	80
ke dong	克东	80
ke dong xian	克东县	80
ke shen ke teng	克什克腾	80
ke shen ke teng qi	克什克腾旗	80
ke zi lei su	克孜勒苏	250
ke zi lei su ke er ke zi zi zhi zhou	克孜勒苏柯尔克孜自治州	250
ke shan	克山	80
ke shan xian	克山县	80
ke la ma yi	克拉玛依	250
ke la ma yi qu	克拉玛依区	80
ke la ma yi shi	克拉玛依市	250
yan zhou	兖州	80
yan zhou qu	兖州区	80
quan nan	全南	80
quan nan xian	全南县	80
quan zhou	全州	80
quan zhou xian	全州县	80
quan jiao	全椒	80
quan jiao xian	全椒县	80
ba gong shan	八公山	80
ba gong shan qu	八公山区	80
ba su	八宿	80
ba su xian	八宿县	80
ba de	八德	80
ba de qu	八德区	80
ba bu	八步	80
ba bu qu	八步区	80
ba li	八里	80
ba li qu	八里区	80
gong zhu ling	公主岭	80
gong zhu ling shi	公主岭市	80
gong an	公安	80
gong an xian	公安县	80
liu he	六合	80
liu he qu	六合区	80
lu an	六安	250
lu an shi	六安市	250
liu zhi	六枝	80
liu zhi te qu	六枝特区	80
liu jia	六甲	80
liu jia qu	六甲区	80
liu pan shui	六盘水	250
liu pan shui shi	六盘水市	250
liu gui	六龟	80
liu gui qu	六龟区	80
lan ping	兰坪	80
lan ping bai zu pu mi zu zi zhi xian	兰坪白族普米族自治县	80
lan shan	兰山	80
lan shan qu	兰山区	80
lan zhou	兰州	250
lan zhou shi	兰州市	250
lan zhou shi cheng guan qu	兰州市城关区	80
lan xi	兰溪	80
lan xi shi	兰溪市	80
lan kao	兰考	80
lan kao xian	兰考县	80
lan xi	兰西	80
lan xi xian	兰西县	80
lan ling	兰陵	80
lan ling xian	兰陵县	80
gong he	共和	80
gong he xian	共和县	80
gong qing cheng	共青城	80
gong qing cheng shi	共青城市	80
guan ling	关岭	80
guan ling bu yi zu miao zu zi zhi xian	关岭布依族苗族自治县	80
guan miao	关庙	80
guan miao qu	关庙区	80
xing ye	兴业	80
xing ye xian	兴业县	80
xing yi	兴义	80
xing yi shi	兴义市	80
xing ren	兴仁	80
xing ren shi	兴仁市	80
xing hua	兴化	80
xing hua shi	兴化市	80
xing xian	兴县	80
xing he	兴和	80
xing he xian	兴和县	80
xing guo	兴国	80
xing guo xian	兴国县	80
xing cheng	兴城	80
xing cheng shi	兴城市	80
xing ning	兴宁	80
xing ning qu	兴宁区	80
xing ning shi	兴宁市	80
xing an	兴安	250
xing an qu	兴安区	80
xing an xian	兴安县	80
xing an meng	兴安盟	250
xing bin	兴宾	80
xing bin qu	兴宾区	80
xing shan	兴山	80
xing shan qu	兴山区	80
xing shan xian	兴山县	80
xing ping	兴平	80
xing ping shi	兴平市	80
xing qing	兴庆	80
xing qing qu	兴庆区	80
xing wen	兴文	80
xing wen xian	兴文县	80
xing hai	兴海	80
xing hai xian	兴海县	80
xing long	兴隆	80
xing long xian	兴隆县	80
xing long tai	兴隆台	80
xing long tai qu	兴隆台区	80
ji zhou	冀州	80
ji zhou qu	冀州区	80
nei qiu	内丘	80
nei qiu xian	内丘县	80
nei xiang	内乡	80
nei xiang xian	内乡县	80
nei jiang	内江	250
nei jiang shi	内江市	250
nei jiang shi shi zhong qu	内江市市中区	80
nei hu	内湖	80
nei hu qu	内湖区	80
nei meng gu zi zhi qu	内蒙古自治区	500
nei men	内门	80
nei men qu	内门区	80
nei huang	内黄	80
nei huang xian	内黄县	80
gang shan	冈山	80
gang shan qu	冈山区	80
ce heng	册亨	80
ce heng xian	册亨县	80
mian ning	冕宁	80
mian ning xian	冕宁县	80
nong an	农安	80
nong an xian	农安县	80
guan xian	冠县	80
leng shui jiang	冷水江	80
leng shui jiang shi	冷水江市	80
leng shui tan	冷水滩	80
leng shui tan qu	冷水滩区	80
zhun ge er	准格尔	80
zhun ge er qi	准格尔旗	80
liang cheng	凉城	80
liang cheng xian	凉城县	80
liang shan	凉山	250
liang shan yi zu zi zhi zhou	凉山彝族自治州	250
liang zhou	凉州	80
liang zhou qu	凉州区	80
ling yun	凌云	80
ling yun xian	凌云县	80
ling he	凌河	80
ling he qu	凌河区	80
ling hai	凌海	80
ling hai shi	凌海市	80
ling yuan	凌源	80
ling yuan shi	凌源市	80
feng gang	凤冈	80
feng gang xian	凤冈县	80
feng huang	凤凰	80
feng huang xian	凤凰县	80
feng xian	凤县	80
feng tai	凤台	80
feng tai xian	凤台县	80
feng cheng	凤城	80
feng cheng shi	凤城市	80
feng shan	凤山	80
feng shan qu	凤山区	80
feng shan xian	凤山县	80
feng qing	凤庆	80
feng qing xian	凤庆县	80
feng quan	凤泉	80
feng quan qu	凤泉区	80
feng xiang	凤翔	80
feng xiang qu	凤翔区	80
feng yang	凤阳	80
feng yang xian	凤阳县	80
ping xiang	凭祥	80
ping xiang shi	凭祥市	80
kai li	凯里	80
kai li shi	凯里市	80
fen yi	分宜	80
fen yi xian	分宜县	80
gang cha	刚察	80
gang cha xian	刚察县	80
li chuan	利川	80
li chuan shi	利川市	80
li zhou	利州	80
li zhou qu	利州区	80
li jin	利津	80
li jin xian	利津县	80
li xin	利辛	80
li xin xian	利辛县	80
li tong	利通	80
li tong qu	利通区	80
qian jin	前进	80
qian jin qu	前进区	80
qian guo er luo si	前郭尔罗斯	80
qian guo er luo si meng gu zu zi zhi xian	前郭尔罗斯蒙古族自治县	80
qian jin	前金	80
qian jin qu	前金区	80
qian feng	前锋	80
qian feng qu	前锋区	80
qian zhen	前镇	80
qian zhen qu	前镇区	80
jian chuan	剑川	80
jian chuan xian	剑川县	80
jian he	剑河	80
jian he xian	剑河县	80
jian ge	剑阁	80
jian ge xian	剑阁县	80
jia cha	加查	80
jia cha xian	加查县	80
wu chuan	务川	80
wu chuan ge lao zu miao zu zi zhi xian	务川仡佬族苗族自治县	80
bo li	勃利	80
bo li xian	勃利县	80
mian xian	勉县	80
meng hai	勐海	80
meng hai xian	勐海县	80
meng la	勐腊	80
meng la xian	勐腊县	80
bao tou	包头	250
bao tou shi	包头市	250
bao tou shi qing shan qu	包头市青山区	80
bao he	包河	80
bao he qu	包河区	80
hua zhou	化州	80
hua zhou shi	化州市	80
hua de	化德	80
hua de xian	化德县	80
hua long	化隆	80
hua long hui zu zi zhi xian	化隆回族自治县	80
bei jing	北京	500
bei jing shi	北京市	500
bei jing shi chao yang qu	北京市朝阳区	80
bei jing shi tong zhou qu	北京市通州区	80
bei lun	北仑	80
bei lun qu	北仑区	80
bei guan	北关	80
bei guan qu	北关区	80
bei qu	北区	80
bei qu	北區	80
bei ta	北塔	80
bei ta qu	北塔区	80
bei an	北安	80
bei an shi	北安市	80
bei tun	北屯	80
bei tun qu	北屯区	80
bei tun shi	北屯市	80
bei chuan	北川	80
bei chuan qiang zu zi zhi xian	北川羌族自治县	80
bei dai he	北戴河	80
bei dai he qu	北戴河区	80
bei tou	北投	80
bei tou qu	北投区	80
bei lin qu	北林区	80
bei liu	北流	80
bei liu shi	北流市	80
bei hai	北海	250
bei hai shi	北海市	250
bei hu	北湖	80
bei hu qu	北湖区	80
bei bei	北碚	80
bei bei qu	北碚区	80
bei piao	北票	80
bei piao shi	北票市	80
bei chen	北辰	80
bei chen qu	北辰区	80
bei zhen	北镇	80
bei zhen shi	北镇市	80
bei men	北门	80
bei men qu	北门区	80
shi yan	十堰	250
shi yan shi	十堰市	250
qian shan	千山	80
qian shan qu	千山区	80
qian yang	千阳	80
qian yang xian	千阳县	80
hua ting	华亭	80
hua ting shi	华亭市	80
hua ping	华坪	80
hua ping xian	华坪县	80
hua ning	华宁	80
hua ning xian	华宁县	80
hua an	华安	80
hua an xian	华安县	80
hua rong	华容	80
hua rong qu	华容区	80
hua rong xian	华容县	80
hua zhou	华州	80
hua zhou qu	华州区	80
hua chi	华池	80
hua chi xian	华池县	80
hua ying	华蓥	80
hua ying shi	华蓥市	80
hua yin	华阴	80
hua yin shi	华阴市	80
hua long	华龙	80
hua long qu	华龙区	80
zhuo ni	卓尼	80
zhuo ni xian	卓尼县	80
zhuo zi	卓资	80
zhuo zi xian	卓资县	80
shan xian	单县	80
nan feng	南丰	80
nan feng xian	南丰县	80
nan dan	南丹	80
nan dan xian	南丹县	80
nan yue	南乐	80
nan yue xian	南乐县	80
nan jing	南京	250
nan jing shi	南京市	250
nan jing shi gu lou qu	南京市鼓楼区	80
nan chong	南充	250
nan chong shi	南充市	250
nan guan	南关	80
nan guan qu	南关区	80
nan hua	南化	80
nan hua qu	南化区	80
nan qu	南区	80
nan qu	南區	80
nan hua	南华	80
nan hua xian	南华县	80
nan xian	南县	80
nan zhao	南召	80
nan zhao xian	南召县	80
nan he	南和	80
nan he qu	南和区	80
nan cheng	南城	80
nan cheng xian	南城县	80
nan ning	南宁	250
nan ning shi	南宁市	250
nan an	南安	80
nan an shi	南安市	80
nan gong	南宫	80
nan gong shi	南宫市	80
nan tun	南屯	80
nan tun qu	南屯区	80
nan shan	南山	80
nan shan qu	南山区	80
nan cha	南岔	80
nan cha xian	南岔县	80
nan gang	南岗	80
nan gang qu	南岗区	80
nan yue	南岳	80
nan yue qu	南岳区	80
nan an	南岸	80
nan an qu	南岸区	80
nan chuan	南川	80
nan chuan qu	南川区	80
